2000-03-15,['https://www.sec.gov/Archives/edgar/data/804328/000109581100000552/']
2014-10-15,['https://www.sec.gov/Archives/edgar/data/804328/000123445214000304/qcom1015148-kex21.htm']
2001-11-28,['https://www.sec.gov/Archives/edgar/data/804328/000093639201500325/a77495ex2-1.txt']
2016-10-27,['https://www.sec.gov/Archives/edgar/data/804328/000119312516749835/d278871dex21.htm']
2016-01-13,['https://www.sec.gov/Archives/edgar/data/804328/000119312516428370/d119955dex21.htm']
2011-01-06,['https://www.sec.gov/Archives/edgar/data/804328/000095012311000975/a58278exv2w1.htm']
